   1.0990937e+01   2.1441026e+00
   1.2108185e+01   6.8915867e+00
   1.0322504e+01   8.7756842e+00
   9.0894838e+00   3.4713859e+00
   8.8399637e+00   8.5614754e+00
   1.0201813e+01   1.6367972e+00
   9.5560401e+00   4.4091287e+00
   9.3816926e+00   3.4135249e+00
   1.0126265e+01   2.3762906e+00
   9.0866030e+00   6.6789962e+00
   1.0463486e+01   3.8473733e+00
   8.4079656e+00   9.6320067e+00
   8.1757506e+00   5.4880659e+00
   9.4364155e+00   7.6474767e+00
   8.5771516e+00   1.1148010e+00
   1.1284819e+01   6.4481787e+00
   1.1021985e+01   6.1880619e+00
   9.7355030e+00   8.2664094e+00
   9.0427291e+00   6.8947126e+00
   9.8247773e+00   8.9040556e+00
   9.7884220e+00   9.1213563e+00
   1.0609078e+01   2.3700957e+00
   9.7633745e+00   2.7332208e+00
   1.1662637e+01   8.1187808e+00
   1.1353080e+01   1.5463459e+00
   1.1658724e+01   4.5084447e+00
   9.6038609e+00   3.6996927e+00
   9.4473286e+00   7.6076192e+00
   1.1209168e+01   1.9378833e+00
   9.1936856e+00   8.1331794e+00
   8.8777428e+00   8.0445605e+00
   1.0051448e+01   5.7915792e+00
   1.1313322e+01   3.2801711e+00
   9.7531967e+00   1.6385913e+00
   9.2134110e+00   6.6322300e+00
   8.5863986e+00   1.2221332e+00
   1.1498974e+01   1.5583824e+00
   1.0260787e+01   2.1665078e+00
   9.6879261e+00   5.0555267e+00
   1.0425960e+01   7.0510226e+00
   1.0814044e+01   8.7049975e+00
   9.5697094e+00   5.4860088e+00
   1.0503401e+01   1.4390605e+00
   9.1719309e+00   3.8244912e+00
   1.1735949e+01   6.7746805e+00
   1.0558746e+01   8.0774798e+00
   9.0335383e+00   3.6023544e+00
   9.8560682e+00   5.4808121e+00
   1.0339792e+01   8.3659115e+00
   1.1475547e+01   6.3561546e+00
   1.0073588e+01   5.8278215e+00
   1.0322530e+01   3.9778583e+00
   1.0469990e+01   4.7052120e+00
   1.1426913e+01   8.1460562e+00
   8.9756464e+00   4.0888740e+00
   9.7614333e+00   5.1634606e+00
   9.5111558e+00   4.3104130e+00
   1.0506933e+01   7.1161356e+00
   1.1230195e+01   6.1100113e+00
   9.9766134e+00   6.8659916e+00
   1.0862608e+01   5.4200237e+00
   9.5502321e+00   4.5861241e+00
   1.0125356e+01   5.2973579e+00
   9.7175111e+00   1.5992886e+00
   1.1263688e+01   4.6992564e+00
   1.0456876e+01   9.7218276e+00
   1.0947849e+01   8.0264893e+00
   8.7739442e+00   7.5611610e+00
   9.4148616e+00   7.8908555e+00
   1.0731084e+01   7.8092272e+00
   9.2144193e+00   8.5894329e+00
   8.1758160e+00   7.9314116e+00
   9.8402827e+00   9.8079484e+00
   1.1528967e+01   2.0022350e+00
   9.3630815e+00   4.5646925e+00
   1.0175726e+01   5.4285459e+00
   9.6403463e+00   3.3228516e+00
   8.0705680e+00   1.3326960e+00
   1.0001051e+01   9.7694319e+00
   1.0942435e+01   7.5378338e+00
   9.3535143e+00   2.3316835e+00
   8.3138661e+00   2.3310510e+00
   9.3143648e+00   7.3434169e+00
   1.0414462e+01   4.4289417e+00
   9.5584562e+00   1.6877030e+00
   1.0411089e+01   4.6975631e+00
   7.7739114e+00   2.2869150e+00
   1.0577111e+01   8.1902811e+00
   9.7235958e+00   9.3722335e+00
   8.1683965e+00   1.0424753e+00
   9.7621930e+00   6.8503652e+00
   1.0571907e+01   7.1067921e+00
   1.1414118e+01   3.2826056e+00
   1.2144804e+01   8.5886282e+00
   1.2130162e+01   3.6456290e+00
   1.1260781e+01   1.2417435e+00
   1.1106307e+01   1.8397645e+00
   1.0845059e+01   8.1809648e+00
   1.0138251e+01   7.4026236e+00
   9.7952204e+00   8.0506611e+00
